@id	@lon	@lat	name
3681782988	47.1217839	-21.4289271	Ampopopoka
3681782989	47.1057282	-21.4266917	Ankofafa Andrefana
3681788426	47.1057244	-21.4415533	Idanda
3681788427	47.10134620000001	-21.4492217	Manaotsara
3681788428	47.104631299999994	-21.458084500000002	Antanifotsy V
3688380874	46.3078677	-15.7104057	Antsahavaky
3688380875	46.313911499999996	-15.716693	Mangarivotra
3688380876	46.3077178	-15.7171772	Androva
3688380877	46.345029600000004	-15.701140400000002	Ambondrona
3689046403	47.0840696	-21.445962899999998	Tanambao Tsitiana
3689046404	47.1105799	-21.4598473	Ambatotokana
3689046405	47.086865	-21.4681688	Ambatovory
3689046406	47.061397	-21.472949	Amontana
3693675479	47.113192100000006	-21.443492300000003	Ambonifahidrano
3696893902	47.103537700000004	-21.4141192	Vohitsoa
3696908672	47.086622999999996	-21.4413953	Mokana
3699035304	47.098951899999996	-21.471917899999998	Ambatomainty
3701819705	47.0750518	-21.4090741	Andriamboasary
3702623539	47.069691999999996	-21.4726669	Mandriandalana
3702623540	47.0693579	-21.4665869	Ankidona
3705423871	47.242921	-20.5406666	Alakamisy
3705423872	47.2471964	-20.5464359	Ankorombe
3705423873	47.2464929	-20.5346646	Atsinananivinany
3710275684	47.1096196	-21.433561800000003	Antanifotsy IV
3742844604	47.0944717	-21.4300097	Ambalavato
3750142664	47.071381200000005	-21.455205199999998	Ambalatsimanarirano
3751195753	44.2794686	-20.2958659	Andakabe
3751195754	44.2953642	-20.2965171	Namahora
3751198072	49.390491499999996	-18.1610405	Tanambao Verrerie
3751198073	49.3972234	-18.1592135	Morarano
3751198074	49.404212	-18.164343	Manangareza
3751198075	49.411088899999996	-18.163864399999998	Cité Canada
3751198076	49.3927745	-18.1425919	Ankirihiry
3751198077	49.3890721	-18.1777212	Vohitsara
3764100764	47.079460299999994	-21.4621737	Ambodiharana
3782148296	47.0615821	-21.4664887	Ankazobe
3782148297	47.0525905	-21.447869600000004	Antsaharoa
3787150162	47.0893591	-21.4917503	Ilena
3787150163	47.0626593	-21.428164199999998	Maràna
3787150164	47.0775818	-21.4437258	Amboboka
3787150208	47.0641494	-21.4543646	Ambalandapa
3790295749	46.35527329999999	-15.7149245	Sotema
3790295750	46.3526174	-15.7076142	Antanimalandy
3808460972	47.092687100000006	-21.4515375	Ivory Atsimo
3808460973	47.1017552	-21.441740300000003	Besorohitra
3808460974	47.1038161	-21.4333137	Anolaka
3827448800	46.9771419	-25.0344865	Ambinanikely
3827448801	46.9796034	-25.022089899999997	Amboanato
3827448802	46.9611513	-25.0298634	Ampamakiambato
3827448803	46.9879236	-25.0189977	Amparihy
3827448804	46.989590299999996	-25.0280631	Ampasikabo
3827448805	46.9897066	-25.0313658	Ampototra
3827448806	46.9968061	-25.029718799999998	Bazaribe
3827448807	46.9939856	-25.0366986	Bazarikely
3827448808	46.9851725	-25.0262083	Esokaka
3827448809	46.9775213	-25.0289812	Tanambao
3835403278	47.0772526	-21.4193535	Ambahisamotra
3836829564	47.049044099999996	-21.4548674	Anasana
3924086593	47.114794399999994	-21.4521233	Tsimanarirazana
3929130014	47.1120602	-21.4877228	Ambodikavola
3947981464	47.0850091	-21.4624074	Fenomanana
3960893566	47.0909449	-21.4369383	Mahasoakely
3961175708	47.105987899999995	-21.4214108	Ampahidrano
3968587573	47.1023443	-21.463200699999998	Ambohidramasy
3968587574	47.0917657	-21.464126	Ampanenjanana
3970104347	47.0985931	-21.4338413	Andraitoho
3975290466	47.111832	-21.4281186	Ankofafa Afovoany
3984738004	47.105851799999996	-21.4950873	Tsaramody
3989604733	46.931475799999994	-21.8332025	Sahamasy
3989604734	46.933831500000004	-21.837135699999997	Ampanaovantsavony
3989604735	46.9375403	-21.8287102	Ezaka
3989604736	46.940120799999995	-21.831458899999998	Atsinanamanda
3989604753	46.9468331	-21.8226048	Ambohitsoa
3990898791	46.9527723	-21.8166079	Ambalalova
